fresh_candidate_id,omics_type,direct_detected_status,retention_status,retention_reason,trace_status,filter_rule_id
2_2_dimethyladipic_acid,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__REG1A,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__REG1B,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__RHOD,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__ROBO1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__Reads_number,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__S1PR3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__SELP,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__SERPINB7,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__SIGLEC14,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__SLC26A4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__SLC52A1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__SLC5A1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__SLC6A4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__SLPI_TPM,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__SNED1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__SPTBN5,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__STC1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__TENM4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__TGFB2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__TMEM163,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__TNFSF11,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__TNFSF14,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__TREH,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__TRPC4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__TUBB3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__UBD,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__VGLL3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__VSIG1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__XPNPEP2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__ZNF385D,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__aa.1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__aa.10,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__aa.14,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__aa.2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__aa.4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__aa.8,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__collection,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__kSGB_14496:Species:k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__Collinsella_s__Collinsella_aerofaciens_t__SGB1449__dup4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__kSGB_15286:Species:k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__Subdoligranulum_s__Subdoligranulum_sp_APC924_74_t__SGB15286__dup2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__kSGB_17244:Species:k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__Bifidobacterium_s__Bifidobacterium_adolescentis__dup3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__kSGB_1790:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Odoribacteraceae_g__Odoribacter_s__Odoribacter_splanchnicus_t__SGB1790__dup20,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__kSGB_1836:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Bacteroidaceae_g__Bacteroides_s__Bacteroides_uniformis_t__SGB1836__dup36,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__kSGB_1934:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Tannerellaceae_g__Parabacteroides_s__Parabacteroides_distasonis_t__SGB1934__dup18,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__kSGB_1948:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Tannerellaceae_g__Parabacteroides_s__Parabacteroides_johnsonii_t__SGB1948__dup3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__kSGB_1965:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Barnesiellaceae_g__Barnesiella_s__Barnesiella_intestinihominis_t__SGB1965__dup4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__kSGB_2290:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_obesi_t__SGB2290,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__kSGB_2301:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_finegoldii_t__SGB2301,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__kSGB_2303:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_onderdonkii_t__SGB2303__dup13,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__kSGB_2318:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_putredinis_t__SGB2318__dup2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__kSGB_4262:Species:k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__Ruminococcus_s__Ruminococcus_bicirculans_t__SGB4262__dup7,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__kSGB_5082:Species:k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__Eubacterium_s__Eubacterium_eligens_t__SGB5082__dup4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__kSGB_5792:Species:k__Bacteria_p__Firmicutes_c__Negativicutes_o__Acidaminococcales_f__Acidaminococcaceae_g__Phascolarctobacterium_s__Phascolarctobacterium_faeciu__dup14,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__luxR1_B.do,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__luxR2_B.fra,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__luxR3_B.fra,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__luxR4_B.fra,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__modified_GHAS,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__uSGB_15260:Family:k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__GGB9715_s__GGB9715_SGB15260_t__SGB15260__dup5,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__uSGB_15369:Other:k__Bacteria_p__Firmicutes_c__CFGB3068_o__OFGB3068_f__FGB3068_g__GGB9758_s__GGB9758_SGB15369_t__SGB15369,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__uSGB_4303:Other:k__Bacteria_p__Firmicutes_c__CFGB1340_o__OFGB1340_f__FGB1340_g__GGB3256_s__GGB3256_SGB4303_t__SGB4303__dup3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__uSGB_4327:Family:k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__GGB3277_s__GGB3277_SGB4327_t__SGB4327__dup2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__uSGB_5087:Family:k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__GGB3744_s__GGB3744_SGB5087_t__SGB5087,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__uSGB_6276:Other:k__Bacteria_p__Firmicutes_c__CFGB1765_o__OFGB1765_f__FGB1765_g__GGB4552_s__GGB4552_SGB6276_t__SGB6276__dup2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__week_num,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__weeks_left,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbiome::microbe__cholic_acid-C14:0,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbiome::microbe__hydroxy_stearic_acid-C18:1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
parabacteroides_s_distasonis_asv04229,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
parabacteroides_s_distasonis_asv04233,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
ruminococcaceae_g_oscillospira_asv12702,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
ruminococcus_s_gnavus_asv09357,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
staphylococcaceae_g_staphylococcus_asv12549,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
streptococcus_s_luteciae_asv12296,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
turicibacteraceae_g_turicibacter_asv14204,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
veillonella_s_dispar_asv13143,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
veillonellaceae_g_megamonas_asv07056,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
